,parent_folder,text,filename
1081,3854A ,h# IT MAY CHANGE h# you know h# IF WE DO A LOT OF CAR RENTAL WHICH WE DON'T DO h#,sw3854A-ws96-i-0011
1082,3921B ,h# WELL WHAT KIND_OF FISH DO THEY HAVE IN YOUR NECK OF THE WOODS h#,sw3921B-ws96-i-0004
1083,3921B ,h# AND they're REALLY h#,sw3921B-ws96-i-0035
1084,3956B ,h# COMPENSATION BUT OF COURSE THAT IS RESTRICTED CHOICE SO h#,sw3956B-ws96-i-0032
1085,3965B ,OH_# HOW NICE h#,sw3965B-ws96-i-0051
1086,3985A ,yeah_# h# I GUESS YOU DO h#,sw3985A-ws96-i-0006
1087,4003A ,h# I HAVE h# DONE THE DAY CARE h# INSIDE MY HOME h#,sw4003A-ws96-i-0008
1088,4008A ,h# and you know IT'S JUST SO_AMAZING THAT h# GENERALLY YOU KNOW IF YOU h# IF YOU h# I'M NOT SURE h# ABOUT h# MACINTOSHES BUT I KNOW AN I B M h#,sw4008A-ws96-i-0055
1089,4011A ,h# DO YOU THINK THAT THAT h#,sw4011A-ws96-i-0020
1090,4013A ,h# LET'S SEE h#,sw4013A-ws96-i-0010
1091,4013A ,h# IT h# IS THAT CLOSE TO DALLAS h#,sw4013A-ws96-i-0072
1092,4014A ,H# I DON'T UNDERSTAND HOW OUR GOVERNMENT CAN h# CAN h# ENCOURAGE DRUG TESTING h#,sw4014A-ws96-i-0018
1093,4016A ,h# RENT VIDEOS AND_# and_#,sw4016A-ws96-i-0039
1094,4023A ,h# METROPOLITAN YEAH h#,sw4023A-ws96-i-0045
1095,4024A ,h# SYNTHESIZERS AND h# ALL OF THAT h#,sw4024A-ws96-i-0063
1096,4024A ,h# YEAH h# SHE'S NOT TOO WILD h#,sw4024A-ws96-i-0076
1097,4026A ,h# i HEAR THAT ONE HAVE YOU HAD ANY h# LATELY GO OUT h#,sw4026A-ws96-i-0004
1098,4026A ,h# YEAH WE JUST MOVED INTO A NEW HOUSE TOO SO WE HAD TO BUY ALL THOSE TOO h#,sw4026A-ws96-i-0010
1099,4026A ,h# EACH ASSEMBLY PROCESS HAS AN INSPECTION h# RIGHT AFTER IT'S DONE h#,sw4026A-ws96-i-0049
1100,4028B ,h# ALTHOUGH h#,sw4028B-ws96-i-0018
1101,4036B ,h# SEEMINGLY THEIR PROPERTY h#,sw4036B-ws96-i-0046
1102,4038A ,h# OKAY I GUESS IT TOOK SO I GUESS RECORDING HAS STARTED NOW h#,sw4038A-ws96-i-0001
1103,4042A ,h# RIGHT h#,sw4042A-ws96-i-0027
1104,4050B ,h# THAT'S OKAY I'M BILL FROM RALEIGH h#,sw4050B-ws96-i-0002
1105,4050B ,h# YOU KNOW COULD h# EAT COMFORTABLY AND h# AND EVERYTHING h#,sw4050B-ws96-i-0022
1106,4051B ,h# WELL h# COURSE THERE'S only A h#,sw4051B-ws96-i-0013
1107,4055B ,h# THEY'RE VERY LIGHT WEIGHT AND WE USE THEM WHEN WE GO BACKPACKING h#,sw4055B-ws96-i-0032
1108,4057A ,h# FOR WHAT WE GET h# WE'RE PAYING TOO MUCH I WOULD SAY h#,sw4057A-ws96-i-0023
1109,4059A ,h# YEAH_! h# THEY MAY SAY IT'S REAL BAD h#,sw4059A-ws96-i-0027
1110,4060A ,h# YEAH YOU END UP BEING h# YOUR OWN PERSON h#,sw4060A-ws96-i-0070
1111,4064A ,h# AND SECOND OF ALL h# YOU GET h# A WIDE VARIETY OF h#,sw4064A-ws96-i-0016
1112,4064B ,h# YOU KNOW h# THAT'S A MATTER OF CONCERN TO ME TOO h#,sw4064B-ws96-i-0018
1113,4074A ,h# IT'S PRETTY GOOD TRAINING I THINK h#,sw4074A-ws96-i-0037
1114,4080A ,h# YOU KNOW BOTH AREAS ARE PRETTY CRIME RIDDEN RIGHT NOW h#,sw4080A-ws96-i-0026
1115,4080A ,h# IN SOME STATES IN TERMS OF h# A h#,sw4080A-ws96-i-0052
1116,4082B ,h# VIEW POINT THAT THEY HAVE h#,sw4082B-ws96-i-0043
1117,4086A ,h# AND THAT OPENS UP A WHOLE ANOTHER CAN OF WORMS_#,sw4086A-ws96-i-0051
1118,4086A ,h# YEAH I'VE HEARD SOME GOOD THINGS ABOUT THAT CAR h#,sw4086A-ws96-i-0074
1119,4090A ,h# WRITE DOWN h#,sw4090A-ws96-i-0051
1120,4096A ,h# AND SHRED IT AND SPRAY IT WITH CHEMICAL TREATMENT SO THAT IT'S NOT h#,sw4096A-ws96-i-0038
1121,4100A ,h# AND A LOT OF THINGS LIKE h# THAT h#,sw4100A-ws96-i-0031
1122,4101A ,h# WE DO HAVE h#,sw4101A-ws96-i-0028
1123,4107A ,h# NO NOT REALLY h# I MEAN h#,sw4107A-ws96-i-0030
1124,4107A ,h# THE WAY THINGS ARE GOING I MEAN h# IT'S GOING TOWARDS A MORE GREEN h#,sw4107A-ws96-i-0057
1125,4108A ,OF_# WHATEVER IT IS THEY'RE h#,sw4108A-ws96-i-0010
1126,4108A ,h# YEAH THAT THEY'RE h#,sw4108A-ws96-i-0037
1127,4114B ,h# yeah YOU YOU_# GO EVEN A FEW h#,sw4114B-ws96-i-0009
1128,4114B ,h# yeah h# GOING AND A LOT OF THEM ARE IN h# RELATIVELY POOR REPAIR h#,sw4114B-ws96-i-0014
1129,4114B ,h# REST OF CALIFORNIA WHICH IS JUST TERRIBLE IT SOUNDS h#,sw4114B-ws96-i-0043
1130,4119A ,h# TRADING OFF OF OF h# OUR INDIVIDUAL CIVIL RIGHTS FOR SOME KIND OF CONCEPT OF h# FURTHERING A COMMON GOOD ALMOST h#,sw4119A-ws96-i-0002
1131,4126A ,h# YEAH WELL MAYBE YOU CAN h#,sw4126A-ws96-i-0059
1132,4127B ,h# CLEANING BUSINESS TYPE THING SO h#,sw4127B-ws96-i-0043
1133,4137A ,h# AND THEN YOU GO TO PORSCHE AND IT'S LIKE WELL h# THESE h# CARS ARE COMPLETELY HANDMADE h#,sw4137A-ws96-i-0069
1134,4137A ,h# YEAH BUT IT h# IT H# B M W's good_#,sw4137A-ws96-i-0079
1135,4137B ,h# THE JAPANESE OR THE h#,sw4137B-ws96-i-0031
1136,4138A ,h# THE DEFICIT THAT WE'RE RUNNING SO h#,sw4138A-ws96-i-0012
1137,4138B ,h# TO MAKE MORE MONEY AND h# THE h#,sw4138B-ws96-i-0050
1138,4147A ,h# YOU KNOW h# SHOWING THE MATURITY AND RESPONSIBILITY TO RECOGNIZE THOSE h#,sw4147A-ws96-i-0059
1139,4148A ,h# OKAY FOR h# A STATE TO HAVE IT LIKE_? ELEVEN OUT OF TWELVE_#,sw4148A-ws96-i-0009
1140,4152A ,h# I DON'T KNOW h# YOU KNOW AND AND AGAIN THERE'S SOMETHING ELSE ?,sw4152A-ws96-i-0061
1141,4152B ,h# HOW INTERESTING h# ooh h#,sw4152B-ws96-i-0014
1142,4153A ,h# YOU KNOW h# GOING THROUGH THIS ROUTINE h#,sw4153A-ws96-i-0057
1143,4154A ,h# I MEAN I REALLY I REALLY THINK THAT h# THAT h#,sw4154A-ws96-i-0040
1144,4154A ,h# THERE THERE WERE A LOT MORE h#,sw4154A-ws96-i-0056
1145,4154A ,h# WELL I HAVE h# I HAVE VERY MIXED FEELINGS ABOUT ISRAEL h#,sw4154A-ws96-i-0073
1146,4154B ,h# WITH ARMS THE SAME WAY h#,sw4154B-ws96-i-0005
1147,4154B ,h# YEAH WELL MAY HAVE BEEN YOU KNOW I'M NOT SAYING THAT THAT'S NOT THE CASE h#,sw4154B-ws96-i-0040
1148,4155B ,h# NO INTEREST NO REPAYMENT SCHEDULE h#,sw4155B-ws96-i-0048
1149,4165A ,h# WELL h#,sw4165A-ws96-i-0005
1150,4165B ,h# SO THAT h#,sw4165B-ws96-i-0048
1151,4166B ,h# AND SHE WAS IN A NURSING HOME FOR h#,sw4166B-ws96-i-0009
1152,4166B ,h# AND YOU KNOW IT'S h# THE TYPE OF THING THAT SHE WAS LIVING DOWN IN FLORIDA h#,sw4166B-ws96-i-0011
1153,4168B ,h# BUT h# YEAH I h# I LIKE TO WATCH ROCK AND ROLL VIDEOS AND ANY KIND OF VIDEO_#,sw4168B-ws96-i-0090
1154,4171B ,h# OH THAT'S A PRETTY GOOD DEAL h#,sw4171B-ws96-i-0007
1155,4174B ,h# AND h#,sw4174B-ws96-i-0005
1156,4175A ,h# PAPER AT ALL h#,sw4175A-ws96-i-0082
1157,4175B ,h# THEY JUST OVERFLOW h#,sw4175B-ws96-i-0020
1158,4177B ,h# EUROPEAN COMMUNITY COMING TOGETHER h#,sw4177B-ws96-i-0022
1159,4311A ,h# SEVENTY OR h# EIGHTY h# OR NINETY h#,sw4311A-ws96-i-0041
1160,4312A ,h# THAT'S ABOUT h# ALL HE HAD GOING FOR HIM h#,sw4312A-ws96-i-0031
1161,4312B ,h# ANY h# MUNICIPALLY FUNDED h#,sw4312B-ws96-i-0060
1162,4318A ,h# EVEN IF IT'S JUST little DETAILS IT SEEMS LIKE h#,sw4318A-ws96-i-0020
1163,4319A ,h# SMALL THINGS TO GRIPE ABOUT h#,sw4319A-ws96-i-0014
1164,4319B ,h# THE WHAT ABOUT YOU h#,sw4319B-ws96-i-0038
1165,4321B ,h# BUT h# BACK TO THE ISSUE h# IS h#,sw4321B-ws96-i-0014
1166,4321B ,h# AS IT STANDS THERE'S THERE'S MANY WAYS AND MEANS BY WHICH PERSON CAN BE SET UP BOTH h# IN A CIVIL_! h# CIVIL AND CRIMINAL CASE h#,sw4321B-ws96-i-0049
1167,4321B ,h# YEAH h# MANY LAWS BUT LITTLE JUSTICE h#,sw4321B-ws96-i-0060
1168,4325A ,h# I h# I h#,sw4325A-ws96-i-0036
1169,4327A ,h# YOU KNOW WHAT MIGHT h# VERY WELL DO h#,sw4327A-ws96-i-0030
1170,4330A ,h# RIGHT h#,sw4330A-ws96-i-0017
1171,4334A ,it_# IT'S THE h# ARTIST NOT THE MERITS_#,sw4334A-ws96-i-0041
1172,4334A ,h# YEAH h#,sw4334A-ws96-i-0045
1173,4334B ,h# YOU KNOW h#,sw4334B-ws96-i-0013
1174,4339A ,h# I THINK THE FOUR DOOR IS PROBABLY h#,sw4339A-ws96-i-0018
1175,4342B ,h# K L I F CLIFF h#,sw4342B-ws96-i-0007
1176,4342B ,h# FINANCIAL TROUBLE h#,sw4342B-ws96-i-0023
1177,4345B ,h# A HASTILY ERECTED SIGN SAYING BABY MILK FACTORY h#,sw4345B-ws96-i-0031
1178,4347A ,h# YEAH h# YEAH THAT'S JUST IT h#,sw4347A-ws96-i-0047
1179,4347A ,h# I_! REALLY DON'T h#,sw4347A-ws96-i-0050
1180,4348A ,h# I THINK NONE OF THEM ARE FOOLISH ENOUGH TO WANT TO ATTACK h#,sw4348A-ws96-i-0043
1181,4349B ,h# JUST TO PACK THE BEARINGS h#,sw4349B-ws96-i-0001
1182,4351A ,h# SO_AT LEAST FROM THAT I h#,sw4351A-ws96-i-0064
1183,4353A ,h# SORT OF ON A PERIPHERAL SHE'S h# AN h# ANNUITY h# ADMINISTRATOR h#,sw4353A-ws96-i-0022
1184,4356B ,h# AND h#,sw4356B-ws96-i-0021
1185,4359A ,h# TO THE CHILD CARE THERE h#,sw4359A-ws96-i-0014
1186,4360A ,h# I DON'T KNOW h# IT h# LEAVES h# LEAVES A LOT OF TIME h# OUT h#,sw4360A-ws96-i-0019
1187,4360A ,h# IN MOST PLACES h# h#,sw4360A-ws96-i-0039
1188,4362A ,h# AT HIGH SCHOOL h# h#,sw4362A-ws96-i-0006
1189,4362B ,h# AND CLEARLY TO ME IS h# A KIND OF GOVERNMENT h# THING TO h#,sw4362B-ws96-i-0033
1190,4363A ,h# RIGHT IT CAN TAKE OVER A SMALL MARKET h# h#,sw4363A-ws96-i-0037
1191,4364B ,h# IT REALLY MAKES YOU WONDER WHAT OTHER LISTS YOU'RE on THAT HAVE BEEN MADE h#,sw4364B-ws96-i-0042
1192,4366B ,h# TO THE ability OF THE INDIVIDUAL TO PAY h#,sw4366B-ws96-i-0084
1193,4370A ,h# SO YOU WHAT YOU'RE SAYING IS IF if THIS IS THE SECOND OFFENSE THEN YOU EXECUTE THEM h#,sw4370A-ws96-i-0038
1194,4370B ,h# A MORE FAIR h#,sw4370B-ws96-i-0042
1195,4372B ,h# AND I THINK THAT h# IT'S NOT MY RESPONSIBILITY TO POLICE MYSELF AND PAY PENNSYLVANIA WHAT THEY BELIEVE THEY ARE OWED h#,sw4372B-ws96-i-0012
1196,4372B ,h# THEN I THINK SOME WELL DEFINED MECHANISMS NEED TO BE IN PLACE SO THAT h#,sw4372B-ws96-i-0034
1197,4378A ,h# OH THESE ARE AND SO YOU HAVE THE SASH WINDOWS IN,sw4378A-ws96-i-0074
1198,4380A ,AND_# I THINK IT'D BE INTERESTING h#,sw4380A-ws96-i-0054
1199,4443A ,h# AND h# I'VE BEEN PLAYING h# YOU KNOW OFF AND ON WHEN I CAN h#,sw4443A-ws96-i-0010
1200,4467A ,h# YOU KNOW h# NO MATTER WHAT I DO ?,sw4467A-ws96-i-0031
1201,4483A ,h# I MEAN IT'S A LITTLE EXTRA WORK h#,sw4483A-ws96-i-0037
1202,4483A ,h# AND h# SO h# LIKE h# h#,sw4483A-ws96-i-0049
1203,4483A ,h# TO h#,sw4483A-ws96-i-0075
1204,4502A ,h# SO h#,sw4502A-ws96-i-0009
1205,4523A ,h# BUT h# I h# I GUESS THE h# N R A THEY h# KIND OF LOOK AT IT AS A SPRINGBOARD h#,sw4523A-ws96-i-0017
1206,4548A ,h# EXECUTING THEM h# UH,sw4548A-ws96-i-0023
1207,4565B ,h# THOUGHT ABOUT IT A LOT h#,sw4565B-ws96-i-0014
1208,4594A ,you_# find YOU MAKE MORE MONEY BUT IT GOES AWAY ANYWAY h#,sw4594A-ws96-i-0003
1209,4603A ,h# HIS EAGLE h# h#,sw4603A-ws96-i-0011
1210,4603A ,OF_# A VOLUNTARY h# KIND of h#,sw4603A-ws96-i-0037
1211,4605B ,h# FIRST TIME OFFENDERS h#,sw4605B-ws96-i-0029
1212,4611B ,h# AND THE VIEW THAT I'd RATHER TAKE h#,sw4611B-ws96-i-0017
1213,4617A ,h# SEEMS TO ME THAT h# THAT'S h# I THINK THAT'S THE WAY IT'S DONE NOW h# AT LEAST h#,sw4617A-ws96-i-0008
1214,4617A ,h# RIGHT h#,sw4617A-ws96-i-0055
1215,4617B ,h# CAPITAL CASES LIKE MAYBE THE h# DEATH PENALTY h#,sw4617B-ws96-i-0019
1216,4617B ,h# I MEAN HE COULD HAVE LIKE A PERSONAL PREJUDICE YOU KNOW JUDGES ARE PEOPLE h#,sw4617B-ws96-i-0021
1217,4617B ,h# WHETHER THEY h# THEY DECIDE WHETHER OR NOT h# THEY h#,sw4617B-ws96-i-0025
1218,4624A ,h# YOU KNOW DUMPING INFORMATION ABOUT YOU IN THERE AND I'VE HEARD OF CASES WHERE IT WAS JUST DONE VINDICTIVELY h#,sw4624A-ws96-i-0042
1219,4630A ,OR_# h# IF THEY h# CRITICIZED YOU OR h#,sw4630A-ws96-i-0026
1220,4633A ,h# WELL YOU CAN'T AFFORD TO_#,sw4633A-ws96-i-0030
1221,4644B ,h# AND NOT JUST THE TEACHERS THEY TOOK IN THE WHOLE TOWN PLUS ALL h#,sw4644B-ws96-i-0033
1222,4649B ,h# I GUESS NOT h#,sw4649B-ws96-i-0002
1223,4659A ,AND WE HAVE NO DOWN TIME h#,sw4659A-ws96-i-0020
1224,4666B ,h# OR A ROW OF SEATS ACTUALLY h# FOR THE HOME GAMES h#,sw4666B-ws96-i-0056
1225,4675B ,h# I h# SOMETIMES IT CAN BE h#,sw4675B-ws96-i-0022
1226,4679A ,h# SORT OF A JURY h#,sw4679A-ws96-i-0021
1227,4688B ,h# SO YOU KNOW THE FOUR DAYS BEFORE h# THEY ONLY HAVE A FOUR DAY WEEK h#,sw4688B-ws96-i-0027
1228,4688B ,h# YOU KNOW I KEEP TRACK OF EVERY PENNY h#,sw4688B-ws96-i-0047
1229,4697B ,h# PARTIES h# WANTS ONE h#,sw4697B-ws96-i-0025
1230,4698A ,h# L C h# IT'S A h#,sw4698A-ws96-i-0011
1231,4698B ,h# for a lot of kids_#,sw4698B-ws96-i-0073
1232,4707A ,h# PARTICULARLY h#,sw4707A-ws96-i-0030
1233,4707A ,h# WITH THE SAME TAX MONEY h#,sw4707A-ws96-i-0085
1234,4707A ,h# PEOPLE OF VARIOUS SEXUAL PERSUASIONS AND THOSE WHO NEVER INTEND TO MARRY AND THOSE WHO ARE RETIRED AND THOSE who ARE h# JUST LOOKING FOR FUN h#,sw4707A-ws96-i-0098
1235,4709B ,h# AND THAT'S EXCEEDINGLY EXPENSIVE h#,sw4709B-ws96-i-0031
1236,4716B ,h# RIGHT h# YEAH h#,sw4716B-ws96-i-0021
1237,4721A ,h# I JUST I DON'T DEMAND A LOT h# FOR MYSELF h# AND SO h#,sw4721A-ws96-i-0053
1238,4721B ,h# DEMANDING THE TIME FOR YOURSELF THAT h#,sw4721B-ws96-i-0059
1239,4725A ,h# GO ON PUBLIC ASSISTANCE h#,sw4725A-ws96-i-0007
1240,4726B ,h# I THINK THERE SHOULD BE MORE CONTROL AS h# LIKE h#,sw4726B-ws96-i-0016
1241,4728A ,h# IF I ONLY HAD SOME PLACE THAT I COULD STORE THE h# CAMPER TOP I WOULD HAVE IT OFF MOST OF THE TIME h#,sw4728A-ws96-i-0058
1242,4735A ,h# YOU KNOW BUT THEN AGAIN THOSE THAT HAVE h#,sw4735A-ws96-i-0063
1243,4735B ,rebuil_# h# REHABILITATE h#,sw4735B-ws96-i-0040
1244,4736A ,h# THE GUY WAS A LAW BREAKER h# AS BEING SUPPORTIVE h#,sw4736A-ws96-i-0037
1245,4745A ,h# FEEL TO PLACE THEIR CHILDREN INTO CARE h#,sw4745A-ws96-i-0037
1246,4745A ,h# AND h#,sw4745A-ws96-i-0038
1247,4759B ,h# YEAH h#,sw4759B-ws96-i-0034
1248,4770A ,h# THE MONEY TO ADVERTISE THE MONEY TO h#,sw4770A-ws96-i-0022
1249,4784A ,h# WHEN THE MONEY IS NEEDED OR WOULD BE WELL SPENT h# BECAUSE IT'S h#,sw4784A-ws96-i-0041
1250,4784B ,h# RIGHT IT TROUBLES ME TOO h#,sw4784B-ws96-i-0008
1251,4784B ,h# IT h# MEANS THAT YOU'VE GOT TO BE INFORMED AND YOU'VE GOT TO HAVE A CERTAIN LEVEL OF EDUCATION TO DO THE READING h#,sw4784B-ws96-i-0019
1252,4785A ,h# SIX YEARS h#,sw4785A-ws96-i-0017
1253,4785A ,h# AND h#,sw4785A-ws96-i-0067
1254,4785B ,h# WELL h#,sw4785B-ws96-i-0014
1255,4785B ,h# AND WHAT WOULD YOU DO WHAT h#,sw4785B-ws96-i-0045
1256,4788B ,h# A BATHROOM OR A SHOWER OR ANYTHING h#,sw4788B-ws96-i-0028
1257,4792A ,h# NO AND h# EVEN LIKE YOU KNOW h#,sw4792A-ws96-i-0011
1258,4792A ,h# YOU KNOW MAY BE FOR h# TECHNICAL REASONS,sw4792A-ws96-i-0020
1259,4792B ,h# YEAH I'VE GOT SOME FRIENDS THAT ARE LAWYERS SO h#,sw4792B-ws96-i-0038
1260,4792B ,h# AND HOW WEIRD THOSE CASES GET h#,sw4792B-ws96-i-0053
1261,4796B ,h# WOULD BE TO HAVE a h#,sw4796B-ws96-i-0044
1262,4796B ,h# THEY'RE ALL h#,sw4796B-ws96-i-0067
1263,4799A ,h# DID IT REALLY h#,sw4799A-ws96-i-0010
1264,4799B ,h# AND THEY GOT HER GOING AGAIN h#,sw4799B-ws96-i-0043
1265,4805A ,h# YEAH h# YOU CAN h#,sw4805A-ws96-i-0030
1266,4812A ,h# BUT h#,sw4812A-ws96-i-0037
1267,4814B ,h# SO INTERESTING POLITICAL TRENDS OR EVENTS HUH h#,sw4814B-ws96-i-0002
1268,4822B ,AND_# h# KNOW PERHAPS WE CAN FIND BETTER TECHNIQUES FOR DOING THINGS THAT h# WE'D NORMALLY DO DOWN HERE h#,sw4822B-ws96-i-0021
1269,4826A ,h# FOR EXAMPLE I HAVE A BROTHER IN NORTH CAROLINA h#,sw4826A-ws96-i-0024
1270,4826B ,h# AND h# WHEN YOU HAVE h#,sw4826B-ws96-i-0044
1271,4829B ,h# RIGHT SO IT'S h# SO THAT'S NICE IT WOULD BE h# IT WOULD BE REALLY h# NICE IF THEY h#,sw4829B-ws96-i-0018
1272,4829B ,h# THAT ARE ONLY MADE OUT OF ONE KIND OF PLASTIC SO THAT h#,sw4829B-ws96-i-0043
1273,4830A ,h# AND I REALLY DON'T AGREE WITH THAT h#,sw4830A-ws96-i-0006
1274,4831A ,h# IS TO BE IN A SITUATION WHERE YOU h#,sw4831A-ws96-i-0010
1275,4831A ,h# OR IF YOUR MANAGEMENT DOESN'T THINK THAT h#,sw4831A-ws96-i-0038
1276,4856B ,the_# DEFENSE h# THE DEFENSE THEY'RE WERE GIVING GIVEN WAS THAT h# LIKE HIS MOTHER HAD h# HAD BEEN AN ALCOHOLIC WHEN h#,sw4856B-ws96-i-0031
1277,4858A ,h# I GUESS h#,sw4858A-ws96-i-0002
1278,4858B ,h# EVERy NOW AND THEN THEY'D GO AND SHOOT THEIR RIFLES AND THEN THEY'D h#,sw4858B-ws96-i-0021
1279,4858B ,h# AND IT WAS A IT WAS A TRADITIONAL h#,sw4858B-ws96-i-0041
1280,4874A ,h# SO THAT h#,sw4874A-ws96-i-0018
1281,4880A ,h# FIRST OFF h#,sw4880A-ws96-i-0030
1282,4902A ,h# BUT IF YOU LET THEM YEAH IF YOU LET THEM IN A MILLION AT A TIME IT WOULDN'T MAKE THAT h# YOU KNOW IT WOULDN'T MAKE THAT BIG A BULGE IN THE POPULATION BUT h#,sw4902A-ws96-i-0062
1283,4908A ,h# MY YOU'VE GOT A LOT A A LOT OF NOTHING OUT THERE h#,sw4908A-ws96-i-0021
1284,4917B ,h# IT h# IT'S SMALL ENOUGH THAT IT'S EASY TO DRIVE h#,sw4917B-ws96-i-0066
1285,4927A ,h# RIGHT h#,sw4927A-ws96-i-0025
1286,4940A ,not_# h# WELL NOT IN DALLAS THAT IS h#,sw4940A-ws96-i-0017
